"indore" "kimberley" "albuquerque" "valencia" "viena" "abashiri" "tampa" "sao_paulo" "lahore" "punta_arenas" "helsinki"
161.87 -91.22 1.75 11.99 43.02 77.39 -81.64 49.06 -37.66 -8.06 37.68
-34.3 -146.55 -7.18 19.04 75 38.9 -50.52 1.89 -0.01 -77.1 17.71
-31.95 -155.62 -0.76 0 34 27.6 -38.72 381.89 4.6 -44.99 34.5
-55.1 -149.08 -9.6 26.33 73 27.5 84.35 189.05 -12.36 -64.76 21.8
-111.24 -70.19 -22.61 -20.29 16.34 56.4 139.75 145.75 -81.8 -37.86 48.1
-171.77 11.82 -39.38 -39.01 -9.04 90.57 -22.83 5.45 -198.7 -5.97 44.64
-280.18 -31.17 -64.9 -7.95 -27.81 40.14 -89.04 -0.83 -321.65 62.17 -10.94
-201.26 -11.38 -91.85 -85.92 -44.02 -6.84 11.58 -27.79 -456.54 60.3 -28.33
117.07 -17.98 -115.83 -102.5 -14.52 113.46 140.23 48.88 -391.64 51.93 23.8
235.56 -54.54 -72.12 -1.69 -29.92 32.27 142.11 16.09 -59.72 11.7 -39.92
139.93 -14.08 -80.03 -28.28 -61.39 99.9 196.76 87.99 -169.97 -19.25 -32.69
-51.31 -90.82 -48.9 9.96 -21.25 110.43 -17.93 20.7 -102.06 -34.37 9.73
-63.12 -121.76 1.17 -29.71 61.08 97.88 -3.15 79.08 -61.93 -77.48 44.02
-34.92 -69.81 24.17 -18.92 111.71 38.7 -14.67 292.08 -5.63 -80.93 84.2
-35.8 -118.19 2.88 -26.01 82.85 62.3 177.66 143.31 -6.57 -70.37 79.1
-44.59 -68.21 30.06 125.45 106.29 30.7 -29.16 122.58 24 -71.8 8.9
-111.64 119.54 -0.43 -24.9 16.97 79.4 3.74 225.94 5.2 -62.33 19.41
-226.66 -23.06 -45.28 20.82 -25.9 25.43 13.81 -23.82 -160.43 42.97 14.83
-312.92 -52.81 -52.71 -44.1 -36.31 11.14 -111.85 9.4 -323.57 6.54 -2.86
54.71 -35.49 -87.19 -75.49 -2.47 14.23 -28.44 -48.62 -290.05 -9.63 -20.2
108.75 -35.27 -111.13 -77.26 19.92 -2.08 55.92 0.32 5.48 -5.6 -47.95
131.24 -54.13 -102.87 -74.13 3.21 54.03 59.96 15.49 27.6 -6.83 24.72
88.78 -62.25 -72.35 -81.98 -14.77 23.03 -62.69 -48.2 -236.57 65.24 16.18
-115.89 -72.36 -32.39 42.63 14.61 52.77 -70.23 29.88 -144.73 -60.49 41.39
-8.51 -99.92 -7.77 -38.58 -2.76 25.35 -52.85 -9.37 -28.54 -35.51 47.52
-30.11 -135.14 -4.01 84.54 26 37.1 -20.72 31.49 11.17 -40.81 29.05
-50.97 -164.17 15.5 3.24 27.31 35.8 -54.15 166.76 -6.64 -67.65 74.59
-53.67 -135.64 1.78 64.63 -0.96 47.1 -63.51 132.92 23.89 -77.28 33.28
-118.11 -44.24 -7.83 46.6 12.1 54.5 -56.56 89.94 -50.47 53.94 27.3
-213.97 -82.52 -26.21 -26.88 1.62 47.54 -23.12 -19.71 -192.14 -3.59 16.18
-287.5 -38.63 -35.98 -19.6 65.68 45.32 -90.64 -12.58 -364.27 62.29 -19.31
-41.61 -21.82 -93.05 -68.51 10.89 1.07 49.12 -20.03 -299.56 -3 45.69
44.89 -27.64 -59.89 -102.32 -22.07 -14.06 -59.95 -35.86 -128.72 -1.79 -21.3
-15.59 -36.51 -92.22 -35.37 52.21 -16.77 322.42 -43.16 -221.08 -20.15 23.12
213.85 -83.7 -71.95 -42.37 -51.99 33.29 119.14 -43.76 -217.14 -15.51 -54.25
0.47 -101.59 -41.12 -45.57 -25.43 39.58 -89 -20.17 -114.59 -58.64 32.91
-48.54 -84.53 -30.95 -32.97 108.41 58.55 -17.34 1.54 -34.23 -61.81 12.68
-36.26 -70.25 12.75 57.91 51.11 84.3 -45.66 193.58 -10.94 -28.62 94.82
-45.23 -119.31 -5.63 22.66 71 48.3 -70.39 315.75 70.5 -42.39 18.4
-40.58 -79.3 -8.36 -30.19 18.8 47.1 -45.68 151.36 11.08 -53.08 74.3
-93.79 -17.7 -23.4 -25.58 1.39 35.3 41.64 179.83 35.3 59.46 37.9
-191.72 69.51 -44.38 -29.22 2.29 10.45 -6.53 98.9 -116.51 53.94 58.78
-258.19 -10.56 -71.79 40.45 7.39 9.71 -78.22 -71.08 -291.09 70.47 -14.36
-190.3 -40.27 -104.15 -84.91 -65.82 -23.87 11.98 -23.22 -394.68 107.25 -37.5
280.11 -29.15 -61.88 -108.41 41.33 -22.81 199.76 -21.78 -180.41 22.01 -16.21
-56.77 10.64 -108.65 -48.19 -31.61 -47.17 49.48 -72.89 -75.68 20.57 -36.89
197.45 -55.82 -54.77 -47.26 82.63 62.79 107.64 -44.58 117.43 -15.46 51.89
-94.14 -76.69 -73.62 163.23 75.54 5.06 -42.74 119.41 -111.77 26.93 66.82
-42.2 -68.81 -25.64 -41.58 84.76 86.51 -39.45 120.84 -38.47 -33.97 99.57
-31.05 48.34 -13.42 33.5 47.19 84.9 142.9 33.94 -8.59 -65.99 76.73
-31.17 -57.45 4.98 -12.37 18.77 52 -21.84 311.75 17.13 -39.3 68
-48.71 -77.23 -2.27 -25.45 8.4 52 17.93 52.75 -16.8 -84.91 58
-112.38 7.95 -14.03 -4.1 52.43 36 -8.59 -26.33 -35.22 -11.21 73
-165.2 -23.34 -31.47 56.69 -8.18 7.08 61.2 -16.34 -70.5 -68.93 32.03
-266.46 -20.94 -73.35 -31.76 109.29 10.91 -72.39 -26.82 -210.62 83.67 -25.55
-106.02 -18.82 -103.7 -68.64 17.81 23.75 -114.12 -36.86 -303.32 -4.62 -0.67
182.74 -17.15 -113.43 -94.66 39.87 26.4 9.36 2.38 -100.42 -27.29 -23.91
52.37 -35.82 -56.13 -60.52 -17.92 -62.41 9.2 6.44 -153 47.47 -50.11
-108.51 -50.15 -93.93 59.81 -39.01 40.83 84.02 -63.76 -251.56 -28.42 -8.1
-151.4 -75.27 -43.46 -1.59 -29.42 -6.63 -91.22 48.21 -180.33 -40.44 -23.96
-82 -129.83 -9.48 -2.84 63.07 106.43 45.98 3.15 -23.8 -24.9 41.91
-34.48 -147.26 2.6 37.77 26.49 30 1.06 49.72 -18.87 -96.31 56.31
-43.14 -123.07 -3.23 1.96 29.83 64 -20.73 65.59 -4.23 -88.06 62
-74.87 -16.51 -4.78 -13.48 75.27 29 57.51 215.58 -23.93 -96.41 44
-103.63 -94.61 1.5 -32.65 51.98 28 103.02 84.36 -12.16 -46.94 28
-227.58 -53.56 -25.45 -25.15 -35.25 35.2 -36.2 -71.75 -179.53 -24.15 23.79
-300.35 -37.8 -58.86 -56.04 33.21 13.56 -62.62 -43.03 -280.62 16.35 5.89
-7.91 -33.91 -75.74 -91.58 7.17 -34.09 -94.6 70.8 -287.45 5.68 -6.37
97.16 11.17 -69.45 -72.08 -62.58 31.48 113.37 -56.01 -98.8 3.59 -21.53
-14.2 -33.87 -93.25 -44.9 -46.49 -36.45 -101.96 -45.99 -205.49 21.54 36.05
-93.58 -47.56 -81.59 -55.17 2.9 1.96 -10.98 12.45 -241.88 -36.79 69.95
-124.09 -89.25 -58.91 -23.69 -0.64 17.06 101.01 2.76 -129 -53.72 161.49
-60.02 -76.88 3.08 -26.97 29.64 32.4 -9.78 82.11 -43.79 -54.37 66.67
-57.13 -116.27 3.14 -18.95 16.58 72 -9.18 27.4 -13.94 -82.69 78
-15.96 -174.28 -13.54 -12.94 44.76 94 66.83 95.97 30.36 -70.02 33
-83.53 -77.51 3.24 -5.99 21.95 22 43.66 92.39 -29.06 -44.83 56
-158.84 -76.57 -7.62 35.63 7.19 68 22.47 -17.68 -103.46 -29.83 23.17
-215.8 5.86 -24.13 -38.29 23.32 6.92 0.12 88.97 -156.71 -11.73 -6.38
-276.55 -36.17 -59.6 -62.66 -24.53 66.72 -121.19 -27.66 -296.07 6.85 9.66
-155.55 -23.99 -108.87 -45.67 19.78 16.43 51.37 -15.08 -334.01 -15.8 21.85
152.21 -23.07 -112.61 -90.84 25.69 64.25 15.56 -2.14 -84.34 -15.1 51.48
106.78 -34.04 -101.51 -97.4 -26.68 13.59 -13.98 -1.13 -13.85 -5.75 0.22
-20.44 -71.36 -97.05 -46.86 -38.02 11.93 154.66 -16.35 -74.92 4.71 60.28
-91.06 -77.47 -41.69 48.55 -13.71 -17.1 -43.96 35.42 -125.5 -41.35 -12.12
-59.22 -59.94 1.79 -7.93 -7.07 65.68 66.36 62.49 -42.56 -58.95 25.59
-48.3 -24.66 5.83 -22.48 8.05 43 63.75 -42.85 -16.57 -71.31 14.96
-16.51 -99.85 -2.55 -14.15 55 77 -14.51 143.36 10.52 -76.27 50
-66.48 -59.87 -20.36 -9.36 5 54 -0.81 155.82 26.75 -75.26 16
-112.24 7.41 -14.86 21.84 -1.52 30 6.12 40.13 -62.11 -48.59 39.11
-212.33 -35.62 -64.56 42.1 47.42 31.25 -39 -57.86 -160.46 -56.38 13.52
-314.27 -26.32 -64.87 -27.27 26.06 28.54 44.26 20.46 -302.25 -25.29 -45.25
-220.24 -24.55 -111.81 -52.26 -25.38 -18.15 -27.47 -28.15 -323.37 -2.33 -14.77
147.87 -17.62 -93.75 -74.53 43.31 18.74 24.31 -52.74 -236.84 20.69 6.23
63.26 -39.7 -95.51 -99.98 -24.28 173.74 -42.16 -68.58 -273.4 56.45 39.15
667.03 -73.35 -78.52 -83.86 -14.11 -9 13.14 -33.15 319.35 -31.06 54.28
-10.18 -104.62 -54.19 -61.51 18.74 23.03 -74.63 102.84 -77.68 -54.68 22.38
-62.4 -88.21 -20.75 -36.81 35.17 47.99 91.63 -64.37 -42.73 -10.88 70.69
-40.5 -87.06 -0.52 -20.76 93.2 41 21.8 13 -13.72 -17.51 108.49
-19.98 -11.55 4.92 -6.95 24 52 37.62 155.99 5.2 -39.24 85
-59.45 -43.72 1.88 -16.25 35.22 53 30.21 23.48 -26.67 -47.23 46
-142.36 -76.69 -23.98 -17.2 39.22 34 13.29 31.01 -36.01 -24.71 22
-159.61 3.04 -41.3 -35.62 60.1 19.16 -53.06 -52.75 -101.62 20.3 36.71
-270.77 -44.3 -55.05 -53.42 -5.95 69.98 -97.64 -10.86 -171.96 -19.76 30.49
1.4 -5.16 -94.54 -61.87 -19.87 14.51 -64.61 -35.61 -351.98 2.74 -22.14
-82.87 -0.7 -73 -103.7 -11.12 23.55 159.92 -27.15 -202.39 -18.7 -58.01
312.19 -27.09 -79.32 -45.18 69.48 17.76 86.93 56.11 -138.81 -0.1 -67.83
145.75 -63.02 -48.34 -51.4 -10.07 25.04 77.08 -70.68 24.94 -11.28 -0.79
43.96 -56.91 -57.75 3 6.06 199.16 -9.94 28.62 -14.28 -13.09 57.03
-46.93 -54.83 -19.15 -14.5 6.79 35.14 2.05 132.61 -41.35 -0.02 57.54
-37.03 -23.01 -3.8 22.42 19.8 48.89 -18.49 27.88 -11.11 -47.83 63
-33.72 -125.7 0.14 -21.39 16.16 42 32.13 15.94 26.04 30.71 76
-58.65 -52.34 7.64 36.95 31 39 -20.14 99.6 -20.39 -57.33 53
-130.24 55.11 -28.08 -4.55 46.46 67 -48.82 47.83 -22.52 -4.75 8
-213.23 -35.98 -42.87 -20.23 52.5 25.08 -20.58 16.7 -144.33 28.77 61.61
-190.17 -13.51 -82.25 -10.58 -16.18 -13.14 -73.66 82 -347.6 -12.82 -19.43
-70.53 -27.67 -110.75 -46.07 34.77 54.87 -64.17 69.86 -189.18 -22.45 -25.24
123.51 -34.63 -81.66 -93.99 -32.88 -10.35 -54.98 12.82 -5.76 93.83 38.29
31.68 -43.66 -95.4 -88.27 -16.8 93.39 9.56 10.49 -13.77 11.47 114.09
44.65 -39.34 -102.35 -57.66 -56.25 -41 -29.24 -19.48 -231.58 -12.36 -26.94
-69.09 -49.05 -48.16 176.73 82.99 -0.33 -7.78 37.61 -51.53 -66.04 26.3
-37.06 -53.08 -10.6 270.21 26.82 64.47 -37.52 -62.7 -36.45 -88.08 64
-42.07 -61.41 -4.82 -7.27 33.75 75 -46.64 14.45 -16.79 -76.78 35
-37.17 -135.08 10.14 89.58 38.79 32 -10.04 261.42 85.84 -41.46 47
-41.56 -114 -10.3 -31.77 44.4 12 21.75 231.66 -8.46 -40.95 110
-90.65 -90.81 -10.74 -37.78 23.55 92 124.56 113.65 15.61 -25.66 49
-198.31 -39.44 -30.1 8.58 -10.27 -4.39 78.46 64.54 -64.46 -62.2 28.9
-255.32 -39.75 -53.1 -11.86 -32.2 79.77 62.74 -31.22 -166.28 15.69 3.88
-145.36 81.51 -105.11 -38.89 -58.06 17.87 139.3 -25.89 -288.36 -4.97 0.24
50.68 -24.06 -59.6 -94.64 48 -19.22 112.77 8.2 -183.51 -11.4 3.22
184.09 0.35 -76.17 -91.41 2.62 88.85 149.22 8.38 57.57 -13.19 21.76
-53.65 1.76 -89.91 -18.29 7.97 86.62 6.63 129.57 -180.43 -29.3 59.12
-88.05 -7.22 19.07 252.92 -29.53 51.01 -25.8 61.43 -113.92 -34.17 52.03
-77.49 -77.95 20.52 4.86 34.83 -1.84 -29.61 15.24 -33.76 -10.56 15.65
-57.05 -86.71 0.27 -0.67 33.84 99 14.16 39.38 -15.34 -17.03 64.25
-29.8 -25.4 1.39 16.83 31.36 83 122.17 134.82 -8.67 -75.1 53
-59.01 -86.14 -9.15 4.36 45.94 69 91.34 9.33 -22.1 -5.96 33
-121.09 -93.03 28.18 -24.61 70.1 53 86.1 59.46 -62.26 -36.3 37
-234.77 -87.67 -21.4 15.38 -0.99 36.76 8.95 9.91 -199.47 -15.9 14.83
-299.69 -30.13 -72.77 -39.5 -49.44 14.82 -35.36 79.27 -247.45 -36.29 49.96
-137.25 -23.95 -113.91 44.5 85.59 12.86 -11.78 10.95 -274.44 -21.53 -6.3
123.97 -37.74 -120.14 -92.71 -27.15 10.17 -45.65 -20.39 -118.27 60.12 7.62
267.94 -43.9 -78.03 -103.24 24.95 -2.65 76.87 -57.79 -178.44 57.11 -15.56
188.46 -69.64 -52.27 -96.5 -34 75.07 4.75 13.53 318.51 -24.09 -25.04
-88.41 -99.39 -3.52 55.03 26.91 29.59 -12.37 86.58 -104.63 -34 4.44
2.65 -65.79 -12.18 64.98 7.12 0.11 -38.76 5.24 -38.53 -47.67 23.93
-44.94 -55.75 21.37 37.56 61.09 70 67.42 33.8 52.85 -58.53 59
-13.83 -31.94 1.29 -8.65 20.81 56 63.91 88.78 44.17 -81.02 95
-57.26 -53.21 -8.41 94.12 16.31 31 -9.26 -2.57 -0.95 -75.5 25
-131.2 -101.92 -9.84 41.76 9.68 39 271.12 64.27 -54.28 -50.92 10.77
-201.71 -33.19 -37.06 -34.83 47.67 37.5 54.16 17.93 -152.47 -13.69 18.9
-288.95 30.31 -52.51 26.45 -7.41 52.2 61.38 -24.52 -220.87 -3.3 -15.76
-97.69 -27.95 -94.49 -55.54 85.21 -5.71 79.32 -55.42 -361.39 32.39 -32.71
568.8 -19.71 -101.75 -104.97 72.43 -10.3 18.19 -51.18 -40.31 -5.93 -21.37
242.31 -36.1 -40.78 -100.54 32.08 10.39 106.27 -8.91 65.77 -4.43 -36.11
264.99 -76.82 -81.77 31.47 -47.19 15.1 61.39 -50.67 -167.3 -13.23 -37.53
18.14 -66.65 -4.61 11.74 -22.29 21.94 21.34 -13.1 -132.24 -24.46 15.24
-50.54 -82.56 -14.94 -3.06 41.85 48.04 -37.11 59.83 -16.67 -57.12 36.11
-46.72 13.78 39.68 -31.31 93.83 40 20.66 119.14 -16.23 -72.7 66
11.43 -91.98 7.4 55.13 45.7 95 0.49 11.13 18 -57.61 54
-73.13 -119.77 4.83 25.29 5.76 21 60.98 205.11 -38.26 -67.3 38
-88.17 -38.99 -18.64 -19.69 22.79 126 240.34 -31.9 -4.06 -48.87 12
-194.96 0.96 -45.69 -4.81 -10.26 38.2 -50.67 22.04 -96.94 21.22 25.87
-247.89 -29.58 -53.46 -44.63 2.18 27.9 -81.03 65.93 -256.01 -12.36 -31.43
-69.61 -18.56 -90.25 -42.71 9.65 28.97 19.26 -8.82 -333.75 -10.9 9.39
9.35 -18.14 -108.88 -90.38 18.52 19.81 358.97 -57.31 -190.9 -17.67 70.38
257.59 -25.9 -100.19 -95.17 -1.44 -50.71 28.76 -51.6 -196.14 -7.88 42.02
-42.75 -79.42 -81.35 -72.12 0.15 15.15 51.43 -46.73 -180.51 -40.64 30.57
-91.15 -28.73 26.3 16.27 23.37 -1.08 -60.65 63.96 -125.99 -47.86 1.86
-64.57 -67.57 -20.46 -41.8 -5.97 67.77 -75.17 121.66 -41.29 -54.73 116.09
-60.51 -121.37 7.58 40.57 18.29 75 13.18 223.94 -3.42 -35.12 54.08
-40.66 -111.51 3.57 -14.41 9 35 11.05 175.44 83.7 -13.62 60.2
-43.67 -153.27 -8.24 -33.26 54.82 70 46.55 218.51 12.43 -61.95 23.28
-142.56 -26.07 -8.25 -19.27 4.92 30 -19.61 43.81 -50.69 -55.62 36.53
-209.61 -21.39 -22.4 -56.39 12.25 10.43 -30.18 -21.93 -91.43 -10.41 15.91
-268.08 -19.85 -75.07 -47.21 35.83 46.32 -61.68 -8.92 -225.21 -7.71 4.75
-118.86 -2.9 -106.97 -58.38 -24.95 -8.35 -82.97 -38.29 -326.98 -26.48 12.52
71.55 5.41 -44.39 -103.22 12.24 -25.53 27.68 -65.21 -54.95 1.4 19.56
71.85 -25.16 -64.97 -81.43 -46.29 2.17 -7.99 -63.35 -103.55 31.26 36.28
519.73 -81 -46.52 -9.03 -43.97 -28.17 -96.25 -98.18 -152.06 -32.46 -17.02
-36.19 -96.12 -35.8 33.62 16.9 14.36 -94.87 73.59 -93.7 -53.93 13.5
-28.94 11.69 1.31 28.63 45.77 23.29 -49.51 14.36 -31.94 -48.98 72.76
-28.8 -135.22 14.37 -17.17 51.95 63 49.08 81.36 -3.54 -55.61 62.7
-15.79 -116 25.36 -18.95 10.04 148 1.8 4.55 22.9 -59.61 78.6
-57.79 29.5 -11.08 0.46 34.86 14 -21.17 93.88 15.42 -87.58 61.1
-106.43 -37.32 -7.2 29.16 44.9 69 62.18 132.72 -11.15 -57.09 28.7
-193.48 9.25 -49.4 -0.73 19.06 16.5 -35.28 -26.43 -157.45 -33.05 48.12
-296.75 -47.61 -69.36 36.83 6.21 7.65 -55.55 -46.86 -228.31 -12.54 9.43
-240.83 -28.74 -93.8 -51.84 -35 28.55 22.62 -38.34 -337.69 0.12 11
247.27 -35.83 -81.14 -108 -17.96 35.7 -109.22 -12.09 -110.25 -26.82 25.64
74.16 -37.64 -116.97 -98.34 -50.72 127.58 99.38 -11.58 -118.64 6.05 66.76
284.84 -85.07 -69.35 -78.95 -28.67 9.07 52.39 -30.42 -24.37 -41.53 93.23
-92.34 -111.24 -32.44 102.12 13.56 -11.65 -71.39 109.2 -106.06 -51.61 19.24
-47.57 -69.58 -8.37 34.05 86.05 32.61 15.44 -27.05 -24.93 -73.67 92.39
2.27 -127.49 7.25 2.33 42 39 -15.7 137.83 -5.16 -74.76 57.8
-13.85 43.9 7 12.03 40 104 28.77 94.64 -8.89 -72.49 38.8
-59.26 -118.48 -5.05 13.59 22 47 178.33 129.39 -23.34 -80.25 11.6
-109.72 -15.17 -5.64 -38.69 36.6 86 -7.5 -46.4 -42.95 -49.57 16.2
-183.67 14.11 -46.47 -8.26 -11.42 35.77 -82.68 -65.65 -105.46 49.47 -6.23
-263.25 -36.3 -81.5 -48.86 15.86 1.5 -75.66 -62.97 -167.33 -16.97 -38.7
-170.58 -24.84 -103.18 -65.2 -18.79 46.21 -38.9 -34 -344.71 42.53 -13.52
236.04 -12.54 -95.95 -99.07 -71.95 -32.61 49.1 -60.55 -205.45 12.33 -33
192.82 -42.85 -34.92 -77.25 9.66 33.77 -62.5 -66.46 -182.57 45.42 32.26
-25.83 -109.3 -82.3 134.24 -12.81 25.31 -44.83 -96.95 -158.77 -17.34 9.66
-32.34 -79.32 -42.65 -65.39 -12.69 43.54 -89.62 4.44 -147.34 -49.96 95.5
-67.33 -59.77 -13.78 -39.77 2.51 9.71 101.7 7.78 -52.41 -56.06 68.78
-42.69 -147.71 -3.44 50.62 13 75 39.75 -33.8 -3.75 -53.89 15.1
-30.19 -174.44 1.99 -13.15 7 45 100.47 -13.89 30.09 -53.29 22.9
-58.15 -135.22 28 -20.05 25.56 20 112.28 119.93 -11.13 -63.87 30.9
-130.58 -83.36 -9.94 -20.17 66.93 48 35.02 -57.22 -75.53 -46.89 3
-245.44 -72.69 -19.29 -38.86 19.91 62.52 -84.79 -62.71 -141.17 -42.95 11.41
-269.65 -46.22 -66.4 -63.17 13.36 -8.33 -25.9 9.98 -193.41 15.7 -11.98
73.5 2.83 -102.32 -67.24 -35.19 84.08 9.94 -15.5 -279.17 13.46 -40.15
121.97 -23.55 -73 -107.76 -42.88 52.99 87.32 35.06 18.44 12.48 -23.8
62.6 -39 -89.46 -95.56 -18.13 71.88 116.86 -43.12 111.93 -19.43 -2.33
171.5 -68.39 -46.96 -83.04 -39.32 60.44 12.07 12.85 -135.88 -21.12 -12.85
-111.13 -56.57 -54.29 -44.78 99.9 0.61 -7.27 66.35 -111.14 -61.87 30.18
-58.28 -103.04 -11.92 -23.16 3.22 58.07 -53.24 9.86 -33.09 -58.97 66.54
-44.23 -100.3 7.93 77.03 46.03 54 37.41 251.24 -8.36 -42.95 81.5
-34.93 -79.29 3.39 -10.08 37.44 104 10.98 310.77 -3.2 -49.4 53.8
-58.32 -155.94 5.56 1.49 47 51 18.9 28.35 5.17 -37.85 16.5
-110.21 -106.54 -6.69 -29.86 29.9 73 0.8 39.67 -35.24 -52.46 31.5
-198.1 -45.55 -30.71 -26.02 98.86 39.63 -62.66 -11.22 -44.08 -13.86 3.06
-326.53 -53.91 -57.36 -49.7 81.94 -25.26 -97.45 -14.01 -192.81 -35.23 -15.6
-223.07 -18.21 -62.67 -63.07 125.86 10.38 46.21 -52.61 -356.02 47.44 -20.92
-17.41 -0.32 -76.73 -106.95 13.36 44.01 101.26 13.44 -72.69 -7.43 10.54
34.94 -60.89 -94.14 -73.3 -7.55 -17.6 -13.93 -69.13 -145.56 -0.22 24.34
-27.54 -89.02 -47.92 -64.81 -10.12 94.63 40.21 -32.04 -185.91 -34.83 24.96
-131.45 -84.78 -28.21 300.52 -29.89 6.81 -53.27 119.07 -100.22 -40.27 14.91
-80.73 -108.24 -18.76 -34.42 19.7 61.79 -37.28 48.55 -27.32 -66.02 63.6
-28.99 -140.65 31.47 -22.17 57.44 37 24.59 159.6 -14.43 -75.08 118.4
-27.39 -37.22 10.97 -29.08 34 88 78.62 74.33 -8.78 -86.62 25.8
-82.78 -54.22 6.07 -33.13 29.41 45 45.68 49.45 30.12 -73.42 30.3
-110.49 -133.84 -20.94 -30.08 3.4 93 -14.25 146.73 -45.46 -35.22 42.5
-212.86 -71.2 -41.32 -41.89 -3.84 37.16 -31.43 -58.64 -118.41 -47.2 45.09
-263.21 -55.04 -79.4 -50.79 12.52 40.8 -112.83 -49.69 -210.3 -19.28 -30.37
-177.26 -34.04 -57.93 -61.48 14.16 78.93 27.05 -67.83 -268.36 0.06 -47.65
61.39 -30.7 -85.61 -88.08 51.4 30.72 35.72 -50.37 -117.04 7.79 -15.4
49.64 -55.8 -83.62 -105.03 63.59 100.3 -45.17 -10.34 -150.43 -15.93 -15.07
18.27 -72.04 -58.1 -70.16 -38.78 58.08 -43.89 52.74 -81.64 -12.27 39.51
-134.46 -117.42 -34.26 147.75 4.18 122.9 -77.46 82.46 -100.21 -38.53 25.96
-53.68 -131.94 -21.27 -5.29 70.8 17.29 -41.91 -24.84 -51.13 -64.71 59.89
-46.14 -96.15 -2.97 -31.54 58.25 52 -6.5 225.3 -12.18 -56.9 94
-33.03 -73.33 -1.95 2.68 34.4 51 -7.01 70.17 -8.83 -50.87 33.1
-83.01 -88.76 -0.27 53.89 20.37 15 77.7 153.79 -9.7 -70.4 43.2
-91.32 -40.05 -29.43 -7.33 18.87 38 -47.39 80.74 31.49 -36.35 46.84
-182.78 94.87 -50.84 4.83 -2.99 20.67 -94.33 -63.07 -118.33 -18.88 18.72
-277.29 21.36 -68.32 -58.7 34.86 -26.06 -106.84 -55.66 -221.78 25.33 8.57
27.48 -27.22 -51.87 -30.48 -41.73 154.51 -23.28 -1.67 -362.5 -19.16 -32.52
57.53 -22.42 -108.9 -107.16 -14.19 9.15 111.34 -33.52 -183.12 2.13 -32.16
146.85 -46.93 -22.03 -106.79 -29.9 -18.73 116.88 -81.09 -99.45 -14.97 55.48
-0.18 -76.81 -64.21 -96.15 36.59 82 -80.98 7.2 -178.03 -17.19 20.96
-123.38 3.86 -47.44 -54.53 -28.76 29.65 -35.22 47.68 -104.99 -48.1 113.34
-83.19 -22.49 -17.81 53.41 5.71 43.6 -41.32 88.12 -41.61 -52.24 35.59
50.17 -124.86 12.75 -21.21 54.59 41 1.36 79.91 97.08 -57.66 54.6
-33.15 -153.51 -5.97 39.27 63.62 27 -20.65 116.92 19.61 -83.71 34.4
-45.32 -143.95 8.56 -3.13 -0.9 35 20.51 37.73 7.13 -46.61 40.1
-103.57 -51.1 14.64 55.88 1.36 44.85 -5.05 56.35 -45.69 -49.98 34.01
-199.39 27.95 -26.18 -17.87 -22.18 -2.81 -71.27 -14.79 -142.29 -24.09 24.52
-255.78 -10.06 -41.02 -45.32 -10.79 -3.01 -58.53 36.2 -199.33 -9.44 45.38
-211.63 -14.84 -107.82 -64.08 -38.08 -22.11 30.7 -14.07 -314.44 -24.47 2.81
279.79 -29.32 -27.22 -105.1 -15.75 -21.89 67.13 -37.72 -130.33 -12.32 13.38
124.35 -41.53 -60.24 -66.88 -1.58 -3.01 10.91 2.01 -27.37 -18.77 -11.55
-35.7 -79.1 -75.1 -66.15 -18.09 25.24 -49.17 -49.38 -254.73 -21.47 4.76
-53.33 -68.32 -49.53 -75.62 21.37 68.85 11.05 5.62 -89.74 -50.29 65.37
-67.18 -124.5 -0.47 14.47 19.82 32.52 39.07 -38.53 -44.75 -44.9 36.8
-44.03 -137.62 20.95 53.15 42 25.47 -10.97 27.71 -4.72 -31.78 21.4
-30.25 -172.22 -5.49 21.27 50 36 16.71 15.94 -7.37 -55.76 41.8
-69.4 -101.13 0.72 14.84 53.98 56 32.19 45.77 -5.9 -22.65 43.1
-158.75 -72.69 -2.6 0.12 47.82 35 107.41 -9.29 -27.7 -54.27 5.9
-229.35 -3.77 -5.01 46.05 -18.7 11.75 -87.88 17.2 -102.36 12.32 23.19
-297.66 -33.83 -44.13 -43.55 -36.15 50.92 42.8 -39.86 -185.22 31 -7.4
-176.32 -34.85 -87.93 -75.64 90.71 43.45 -50.34 -19.89 -273.09 35.94 -53.21
183.83 -40.39 -104.43 -91.06 -36.95 -17.51 15.96 -51.56 -50.16 6.38 -4.29
179.26 -47.93 -99.47 -99.28 -3.09 72.8 149.4 -38.29 -194.67 16.51 -43.87
135.7 -68.23 -63.04 -30.31 -31 10.16 -43.91 -36.75 -187.93 -3.06 47.11
-131.12 -54.73 19.75 253.1 -33.89 50.47 -40.23 163.72 -142.81 -40.84 13.5
-11.12 -126.25 -12.95 19.49 41.32 47.3 24.57 199 -57.11 -50.41 127.26
-45.78 -139.12 8.87 -10.13 64 62 103.75 2.75 -19.88 -44.64 28.4
-42.4 -162.28 -3.27 7.81 12 74 61.24 238.75 8.27 2.28 42.2
-53.2 -127.89 -8.65 -33.85 104.27 55 76.03 296.85 1.27 -45.22 25.5
-116.32 -103.84 -7.26 -21.08 31.59 81 103.88 -0.93 -33.17 -33.98 66.9
-243.03 -77.48 -35.75 -38.02 14.74 19.25 -82.56 -48.64 -190.1 -15.05 67.93
